firm_id,list_year,fiscal_year,rank,tie,state,revenue_usd,residential_installs,commercial_installs,employees,pct_rmr,rev_per_employee_usd,revenue_band,years_in_business,business_outlook,verified_by_publisher,outlier_excluded_from_excl_metrics
F0051,2016,2015,38,N,CA,6097097,50,,30,,203237,e. $5M-10M,,Up 20%,Y,N
F0168,2016,2015,38,N,TX,6000000,60,,20,,300000,e. $5M-10M,,Up 20%,Y,N
F0156,2016,2015,39,N,NY,5950433,38,,30,,198348,e. $5M-10M,,Up 20%,Y,N
F0032,2016,2015,40,N,NY,5900000,110,,23,,256522,e. $5M-10M,,Up 5%,Y,N
F0152,2016,2015,41,N,CO,5848730,43,,28,,208883,e. $5M-10M,,Up 25%,Y,N
F0190,2016,2015,42,N,VA,5840193,220,,45,,129782,e. $5M-10M,,Up 15%,Y,N
F0073,2016,2015,43,N,FL,5814164,98,,22,,264280,e. $5M-10M,,Up 10%,Y,N
F0112,2016,2015,44,N,IL,5796612,415,,42,,138015,e. $5M-10M,,Up 10%,Y,N
F0049,2016,2015,45,N,TX,5500000,600,,30,,183333,e. $5M-10M,,Up 12%,Y,N
F0220,2016,2015,46,N,MA,5300000,80,,19,,278947,e. $5M-10M,,Up 20%,Y,N
F0161,2016,2015,47,N,MI,5071562,95,,86,,58972,e. $5M-10M,,Up 5%,Y,N
F0221,2016,2015,48,N,CA,5000000,5,,83,,60241,e. $5M-10M,,N/A,Y,N
F0202,2016,2015,49,N,FL,4950000,150,,20,,247500,d. $3M-5M,,Flat,Y,N
F0180,2016,2015,50,N,OH,4920000,500,,22,,223636,d. $3M-5M,,Up 15%,Y,N
F0102,2016,2015,51,N,CA,4917452,150,,25,,196698,d. $3M-5M,,Up 15%,Y,N
F0036,2016,2015,52,N,AZ,4528050,2700,,45,,100623,d. $3M-5M,,Up 15%,Y,N
F0118,2016,2015,53,N,AZ,4500000,120,,25,,180000,d. $3M-5M,,Up 10%,Y,N
F0184,2016,2015,54,N,CO,4400000,90,,24,,183333,d. $3M-5M,,Up 10%,Y,N
F0035,2016,2015,55,N,?Alberta,4285000,2562,,18,,238056,d. $3M-5M,,Down 30%,Y,N
F0162,2016,2015,56,N,MO,4230620,57,,14,,302187,d. $3M-5M,,Up 10%-20%,Y,N
F0100,2016,2015,57,N,VA,4201463,1535,,21,,200070,d. $3M-5M,,Up 20%,Y,N
F0088,2016,2015,58,N,NJ,4150000,20,,15,,276667,d. $3M-5M,,Up 10 %,Y,N
F0222,2016,2015,59,N,SC,4100000,122,,5,,820000,d. $3M-5M,,Up 15%,Y,N
F0148,2016,2015,60,N,GA,4020500,120,,26,,154635,d. $3M-5M,,Up 20%,Y,N
F0028,2016,2015,61,N,TX,4000000,900,,60,,66667,d. $3M-5M,,Up 5%,Y,N
F0223,2016,2015,61,N,OR,4000000,250,,20,,200000,d. $3M-5M,,Up 15%,Y,N
F0224,2016,2015,61,N,CA,4000000,125,,30,,133333,d. $3M-5M,,Up 5%,Y,N
F0179,2016,2015,61,N,TX,4000000,100,,15,,266667,d. $3M-5M,,Up 10%,Y,N
F0181,2016,2015,65,N,VA,3962437,1089,,24,,165102,d. $3M-5M,,Up 10%,Y,N
F0225,2016,2015,66,N,AZ,3914606,391,,16,,244663,d. $3M-5M,,Up 16%,Y,N
F0226,2016,2015,67,N,TX,3900000,45,,12,,325000,d. $3M-5M,,Up 15%,Y,N
F0227,2016,2015,67,N,WA,3900000,500,,32,,121875,d. $3M-5M,,Up 10%,Y,N
F0203,2016,2015,69,N,NC,3835958,135,,23,,166781,d. $3M-5M,,Up 8%,Y,N
F0211,2016,2015,70,N,NY,3786000,259,,15,,252400,d. $3M-5M,,Up 20%,Y,N
F0123,2016,2015,71,N,LA,3710000,145,,13,,285385,d. $3M-5M,,Up 20%,Y,N
F0204,2016,2015,72,N,FL,3634060,850,,26,,139772,d. $3M-5M,,Up 10%,Y,N
F0196,2016,2015,73,N,FL,3625550,124,,19,,190818,d. $3M-5M,,Up 20%,Y,N
F0228,2016,2015,74,N,TX,3600000,60,,16,,225000,d. $3M-5M,,Up,Y,N
F0056,2016,2015,75,N,TN,3500000,28,,14,,250000,d. $3M-5M,,Up 15%,Y,N
F0229,2016,2015,75,N,TX,3500000,90,,14,,250000,d. $3M-5M,,Up,Y,N
F0163,2016,2015,75,N,SC,3500000,80,,18,,194444,d. $3M-5M,,Up 10%,Y,N
F0139,2016,2015,75,N,OH,3500000,200,,20,,175000,d. $3M-5M,,N/A,Y,N
F0230,2016,2015,75,N,CA,3500000,40,,18,,194444,d. $3M-5M,,Up 10%,Y,N
F0231,2016,2015,75,N,NY,3500000,90,,22,,159091,d. $3M-5M,,Up 30%,Y,N
F0209,2016,2015,75,N,MO,3500000,300,,18,,194444,d. $3M-5M,,Up 250%,Y,N
F0232,2016,2015,82,N,CO,3472469,50,,15,,231498,d. $3M-5M,,Up 20%,Y,N
F0233,2016,2015,83,N,TN,3407000,35,,15,,227133,d. $3M-5M,,Up 25%,Y,N
F0147,2016,2015,84,N,TX,3400000,110,,18,,188889,d. $3M-5M,,Up,Y,N
F0076,2016,2015,85,N,CA,3336083,1736,,35,,95317,d. $3M-5M,,Up 10-15%,Y,N
F0201,2016,2015,86,N,CO,3300000,33,,10,,330000,d. $3M-5M,,Up,Y,N
F0072,2016,2015,87,N,AZ,3245885,100,,20,,162294,d. $3M-5M,,Up 10%,Y,N
F0164,2016,2015,88,N,NJ,3234022,650,,18,,179668,d. $3M-5M,,Up 20%,Y,N
F0234,2016,2015,89,N,FL,3200000,200,,16,,200000,d. $3M-5M,,Up 2%,Y,N
F0206,2016,2015,90,N,PA,3189731,347,,16,,199358,d. $3M-5M,,Up 5%,Y,N
F0078,2016,2015,91,N,CA,3128916,1875,,23,,136040,d. $3M-5M,,Up 8%,Y,N
F0082,2016,2015,92,N,IN,3121844,313,,17,,183638,d. $3M-5M,,Up 10% - 20%,Y,N
F0070,2016,2015,93,N,IN,3097570,107,,23,,134677,d. $3M-5M,,Up 8%,Y,N
F0208,2016,2015,94,N,GA,3036652,120,,10,,303665,d. $3M-5M,,Up 15%,Y,N
F0235,2016,2015,95,N,CA,3000028,3000,,25,,120001,d. $3M-5M,,Up 300%,Y,N
F0236,2016,2015,96,N,FL,3000000,250,,15,,200000,d. $3M-5M,,Up 20%,Y,N
F0079,2016,2015,97,N,FL,2995906,48,,15,,199727,c. $2M-3M,,Up 27%,Y,N
F0166,2016,2015,98,N,MA,2967387,156,,10,,296739,c. $2M-3M,,Up 18%,Y,N
F0191,2016,2015,99,N,MI,2910000,100,,15,,194000,c. $2M-3M,,Up 15%,Y,N
F0237,2016,2015,100,N,MD,2900000,350,,20,,145000,c. $2M-3M,,Up 20%,Y,N
F0135,2017,2016,1,N,UT,757907000,267000,,5500,,137801,g. $25M+,,Up 10%-20%,Y,Y
F0153,2017,2016,2,N,MN,650100000,5000000,,20000,,32505,g. $25M+,,N/A,Y,Y
F0131,2017,2016,3,N,FL,501705360,788250,,22000,,22805,g. $25M+,,N/A,Y,Y
F0004,2017,2016,4,N,CA,34317000,2875,,85,,403729,g. $25M+,,Up 10%,Y,N
F0006,2017,2016,5,N,CA,33342128,4500,,235,,141881,g. $25M+,,Up 20%,Y,N
F0001,2017,2016,6,N,PA,30840034,24178,,1129,,27316,g. $25M+,,Up 8.34%,Y,Y
F0216,2017,2016,7,N,TX,30800000,,,180,,171111,g. $25M+,,Up 20%,Y,N
F0003,2017,2016,8,N,NY,27600000,220,,95,,290526,g. $25M+,,Up 5%,Y,N
F0005,2017,2016,9,N,NY,20758000,123,,72,,288306,f. $10M-25M,,Up 5%,Y,N
F0145,2017,2016,10,N,FL,18466000,6000,,190,,97189,f. $10M-25M,,Up 25%,Y,N
F0174,2017,2016,11,N,NE,15879041,7600,,66,,240592,f. $10M-25M,,Up 23%,Y,N
F0217,2017,2016,12,N,FL,14950000,3900,,115,,130000,f. $10M-25M,,Up 15%,Y,N
F0189,2017,2016,13,N,CA,14864058,90,,74,,200866,f. $10M-25M,,Up 5%,Y,N
F0010,2017,2016,14,N,NY,14185623,250,,50,,283712,f. $10M-25M,,Up 10%,Y,N
F0007,2017,2016,15,N,FL,13924000,103,,105,,132610,f. $10M-25M,,Up 3%,Y,N
F0037,2017,2016,16,N,?N.H.,11900000,88,,49,,242857,f. $10M-25M,,Up 3%-5%,Y,N
F0022,2017,2016,17,N,PA,11600000,1482,,87,,133333,f. $10M-25M,,Up 12%,Y,N
F0238,2017,2016,18,N,NC,11535000,923,,53,,217642,f. $10M-25M,,Up 15%,Y,N
F0029,2017,2016,19,N,AZ,11167956,3041,,47,,237616,f. $10M-25M,,Up 5%,Y,N
F0065,2017,2016,20,N,IL,10933433,293,,23,,475367,f. $10M-25M,,Up 20%,Y,N
F0138,2017,2016,21,N,CA,10230000,300,,35,,292286,f. $10M-25M,,Up 10%,Y,N
F0218,2017,2016,22,N,IL,9800000,51,,47,,208511,e. $5M-10M,,Up 5%,Y,N
F0041,2017,2016,23,N,IN,8996937,167,,44,,204476,e. $5M-10M,,Up 10%,Y,N
F0025,2017,2016,24,N,NY,8967128,101,,22,,407597,e. $5M-10M,,Up 5%,Y,N
F0149,2017,2016,25,N,FL,8591000,250,,15,,572733,e. $5M-10M,,Up 12%,Y,N
F0176,2017,2016,26,N,VA,8350000,2600,,45,,185556,e. $5M-10M,,Up 10%,Y,N
F0030,2017,2016,27,N,NV,8200000,470,,48,,170833,e. $5M-10M,,Up 15%,Y,N
F0045,2017,2016,28,N,NY,7500000,75,,10,,750000,e. $5M-10M,,Up 20%,Y,N
F0054,2017,2016,29,N,AR,7270785,595,,26,,279646,e. $5M-10M,,Up 10%,Y,N
F0112,2017,2016,30,N,IL,7266984,400,,48,,151396,e. $5M-10M,,Up 10%,Y,N
F0032,2017,2016,31,N,NY,7000000,125,,23,,304348,e. $5M-10M,,Up 2%,Y,N
F0027,2017,2016,31,N,MO,7000000,590,,39,,179487,e. $5M-10M,,Up 20%,Y,N
F0051,2017,2016,33,N,CA,6923623,65,,33,,209807,e. $5M-10M,,Up 10%,Y,N
F0155,2017,2016,34,N,TX,6895200,64,,22,,313418,e. $5M-10M,,Up 20%,Y,N
F0067,2017,2016,35,N,CA,6705290,124,,24,,279387,e. $5M-10M,,Up 10%,Y,N
F0049,2017,2016,36,N,TX,6662000,720,,36,,185056,e. $5M-10M,,Up 20%,Y,N
F0239,2017,2016,37,N,NE,6313784,60,,25,,252551,e. $5M-10M,,Up 30%,Y,N
F0034,2017,2016,38,N,CA,6269755,39,,28,,223920,e. $5M-10M,,Up 5%,Y,N
F0113,2017,2016,39,N,NV,6200000,75,,54,,114815,e. $5M-10M,,Up 10%,Y,N
F0036,2017,2016,40,N,AZ,6113000,3000,,54,,113204,e. $5M-10M,,Up 10%,Y,N
F0168,2017,2016,41,N,TX,6000000,60,,15,,400000,e. $5M-10M,,Up 20%,Y,N
F0190,2017,2016,42,N,VA,5899215,235,,48,,122900,e. $5M-10M,,Up 10%,Y,N
F0100,2017,2016,43,N,VA,5676702,1667,,23,,246813,e. $5M-10M,,Up 15%,Y,N
F0151,2017,2016,44,N,FL,5636000,1854,,28,,201286,e. $5M-10M,,Up 5%,Y,N
F0161,2017,2016,45,N,MI,5617205,100,,90,,62413,e. $5M-10M,,Up 10%,Y,N
F0200,2017,2016,46,N,FL,5200000,80,,30,,173333,e. $5M-10M,,Up 7%,Y,N
F0102,2017,2016,47,N,CA,5191935,150,,25,,207677,e. $5M-10M,,Up 15%,Y,N
F0221,2017,2016,48,N,CA,5000000,25,,90,,55556,e. $5M-10M,,Up 20%,Y,N
F0180,2017,2016,49,N,OH,4994381,500,,18,,277466,d. $3M-5M,,Up 15%,Y,N
F0235,2017,2016,50,N,CA,4985000,2500,,35,,142429,d. $3M-5M,,Up 45%,Y,N
F0076,2017,2016,51,N,CA,4911931,1654,,35,,140341,d. $3M-5M,,Flat,Y,N
F0184,2017,2016,52,N,CO,4900000,110,,24,,204167,d. $3M-5M,,Up 10%,Y,N
F0152,2017,2016,53,N,CO,4842730,42,,30,,161424,d. $3M-5M,,Up 20%,Y,N
F0202,2017,2016,54,N,FL,4700000,150,,22,,213636,d. $3M-5M,,Flat,Y,N
F0179,2017,2016,55,N,TX,4659078,150,,16,,291192,d. $3M-5M,,Up 10%,Y,N
F0163,2017,2016,56,N,SC,4600000,125,,20,,230000,d. $3M-5M,,Up 10%,Y,N
F0240,2017,2016,57,N,AZ,4400000,500,,25,,176000,d. $3M-5M,,Up 15%,Y,N
F0222,2017,2016,58,N,SC,4350000,122,,8,,543750,d. $3M-5M,,Up 10%,Y,N
F0118,2017,2016,58,N,AZ,4350000,125,,25,,174000,d. $3M-5M,,Up 10%,Y,N
F0241,2017,2016,60,N,CA,4332494,47,,6,,722082,d. $3M-5M,,Up 20%-30%,Y,N
F0162,2017,2016,61,N,MO,4231616,62,,15,,282108,d. $3M-5M,,Up 10%-20%,Y,N
F0203,2017,2016,62,N,NC,4176869,107,,23,,181603,d. $3M-5M,,Up 8%,Y,N
F0148,2017,2016,63,N,GA,4175000,120,,26,,160577,d. $3M-5M,,Up 20%,Y,N
F0079,2017,2016,64,N,FL,4149027,30,,15,,276602,d. $3M-5M,,Up 25%,Y,N
F0204,2017,2016,65,N,FL,4136862,1150,,30,,137895,d. $3M-5M,,Up 15%,Y,N
F0226,2017,2016,66,N,TX,4100000,45,,13,,315385,d. $3M-5M,,Up 15%,Y,N
F0231,2017,2016,66,N,NY,4100000,75,,24,,170833,d. $3M-5M,,Up 25%,Y,N
F0115,2017,2016,68,N,WA,4000000,123,,16,,250000,d. $3M-5M,,Up 20%,Y,N
F0181,2017,2016,69,N,VA,3882441,1324,,22,,176475,d. $3M-5M,,Up 5%,Y,N
F0028,2017,2016,70,N,TX,3800000,800,,50,,76000,d. $3M-5M,,Up 5%,Y,N
F0229,2017,2016,71,N,TX,3750000,70,,18,,208333,d. $3M-5M,,Up,Y,N
F0072,2017,2016,72,N,AZ,3692645,100,,23,,160550,d. $3M-5M,,Up 10%,Y,N
F0196,2017,2016,73,N,FL,3688545,160,,23,,160372,d. $3M-5M,,Up 30%,Y,N
F0088,2017,2016,74,N,NJ,3600000,23,,13,,276923,d. $3M-5M,,Up 10%,Y,N
F0056,2017,2016,74,N,TN,3600000,40,,14,,257143,d. $3M-5M,,Up 10%,Y,N
F0228,2017,2016,74,N,TX,3600000,60,,18,,200000,d. $3M-5M,,Up,Y,N
F0147,2017,2016,77,N,TX,3500000,115,,18,,194444,d. $3M-5M,,Up,Y,N
F0139,2017,2016,77,N,OH,3500000,200,,20,,175000,d. $3M-5M,,Up 10%,Y,N
F0230,2017,2016,77,N,CA,3500000,50,,21,,166667,d. $3M-5M,,Up 10%,Y,N
F0166,2017,2016,80,N,MA,3484104,183,,12,,290342,d. $3M-5M,,Up 10%,Y,N
F0232,2017,2016,81,N,CO,3472469,50,,15,,231498,d. $3M-5M,,Up 20%,Y,N
F0082,2017,2016,82,N,IN,3455507,230,,18,,191973,d. $3M-5M,,Up 10%-20%,Y,N
F0208,2017,2016,83,N,GA,3409310,125,,14,,243522,d. $3M-5M,,Up 20%,Y,N
F0242,2017,2016,84,N,TN,3240199,80,,17,,190600,d. $3M-5M,,Up 25%,Y,N
F0164,2017,2016,85,N,NJ,3234022,650,,16,,202126,d. $3M-5M,,Up 10%,Y,N
F0191,2017,2016,86,N,MI,3231400,120,,17,,190082,d. $3M-5M,,Up 15%,Y,N
F0243,2017,2016,87,N,IN,3200000,600,,10,,320000,d. $3M-5M,,Up 25%,Y,N
F0213,2017,2016,87,N,AR,3200000,100,,12,,266667,d. $3M-5M,,Up 15%-20%,Y,N
F0078,2017,2016,89,N,CA,3195446,2385,,23,,138932,d. $3M-5M,,Up 8%,Y,N
F0123,2017,2016,90,N,LA,3162961,145,,13,,243305,d. $3M-5M,,Up 20%,Y,N
F0206,2017,2016,91,N,PA,3155859,339,,16,,197241,d. $3M-5M,,Up 7%,Y,N
F0070,2017,2016,92,N,IN,3154068,104,,21,,150194,d. $3M-5M,,Up 15%,Y,N
F0187,2017,2016,93,N,AZ,3126059,128,,9,,347340,d. $3M-5M,,Up 20%,Y,N
F0212,2017,2016,94,N,MA,2910000,124,,6,,485000,c. $2M-3M,,Up 10%-20%,Y,N
F0061,2017,2016,95,N,OR,2877499,253,,18,,159861,c. $2M-3M,,Flat,Y,N
F0244,2017,2016,96,N,OR,2767989,120,,17,,162823,c. $2M-3M,,Up 20%,Y,N
F0201,2017,2016,97,N,CO,2500000,33,,8,,312500,c. $2M-3M,,Up,Y,N
F0210,2017,2016,97,N,IL,2500000,750,,12,,208333,c. $2M-3M,,Up 5%,Y,N
F0060,2017,2016,99,N,MI,2408000,20,,11,,218909,c. $2M-3M,,Flat,Y,N
F0245,2017,2016,100,N,CA,2390087,160,,15,,159339,c. $2M-3M,,Up 30%,Y,N
F0131,2018,2017,1,N,FL,1000000000,500000,,18000,,55556,g. $25M+,,N/A,Y,Y
F0135,2018,2017,2,N,UT,882000000,279735,,10000,,88200,g. $25M+,,Up 11%,Y,Y
F0153,2018,2017,3,N,MN,773240000,5280000,,120000,,6444,g. $25M+,,Up 2%,Y,Y
F0001,2018,2017,4,N,PA,213319598,29895,,1130,,188778,g. $25M+,,Up 2.57%,Y,Y
F0101,2018,2017,5,N,IL,52000000,12250,,120,,433333,g. $25M+,,Up 10%,Y,N
F0004,2018,2017,6,N,CA,43367337,2759,,92,,471384,g. $25M+,,Up 15%,Y,N
F0003,2018,2017,7,N,NY,27900000,300,,110,,253636,g. $25M+,,Up 2%,Y,N
F0005,2018,2017,8,N,NY,20957000,127,,79,,265278,f. $10M-25M,,Up 8%,Y,N
F0174,2018,2017,9,N,NE,19175852,10286,,64,,299623,f. $10M-25M,,Up 20%,Y,N
F0022,2018,2017,10,N,PA,17920000,14785,,92,,194783,f. $10M-25M,,Up 16%,Y,N
F0010,2018,2017,11,N,NY,15228678,275,,48,,317264,f. $10M-25M,,Up 10%,Y,N
F0189,2018,2017,12,N,CA,14880324,100,,74,,201085,f. $10M-25M,,Up 5%,Y,N
F0037,2018,2017,13,N,?N.H.,13000000,91,,52,,250000,f. $10M-25M,,Up 4%,Y,N
F0065,2018,2017,14,N,IL,12722070,137,,28,,454360,f. $10M-25M,,Up 15%,Y,N
F0007,2018,2017,15,N,FL,11631000,235,,85,,136835,f. $10M-25M,,Up 5%,Y,N
F0177,2018,2017,16,N,UT,11613000,2485,,15,,774200,f. $10M-25M,,Up 12%,Y,N
F0125,2018,2017,17,N,CA,11179956,6005,,85,,131529,f. $10M-25M,,Up 20%,Y,N
F0138,2018,2017,18,N,CA,10230000,301,,28,,365357,f. $10M-25M,,Up 20%,Y,N
F0029,2018,2017,19,N,AZ,9638929,2609,,44,,219067,e. $5M-10M,,Up 5%,Y,N
F0041,2018,2017,20,N,IN,9529883,205,,44,,216588,e. $5M-10M,,Up 10%,Y,N
F0149,2018,2017,21,N,FL,9200500,600,,48,,191677,e. $5M-10M,,Up 12%,Y,N
F0030,2018,2017,22,N,NV,9100000,530,,50,,182000,e. $5M-10M,,Up 15%,Y,N
F0025,2018,2017,23,N,NY,8750000,93,,22,,397727,e. $5M-10M,,Up 5%,Y,N
F0176,2018,2017,24,N,VA,8350000,2240,,45,,185556,e. $5M-10M,,Up 10%,Y,N
F0013,2018,2017,25,N,AL,8050000,300,,40,,201250,e. $5M-10M,,Up 10%,Y,N
F0246,2018,2017,26,N,NY,8000000,105,,40,,200000,e. $5M-10M,,Up 15%,Y,N
F0112,2018,2017,27,N,IL,7828853,685,,57,,137348,e. $5M-10M,,Up 10%,Y,N
F0155,2018,2017,28,N,TX,7628817,44,,22,,346764,e. $5M-10M,,Up 30%,Y,N
F0054,2018,2017,29,N,AR,7374815,426,,22,,335219,e. $5M-10M,,Up 10%,Y,N
F0168,2018,2017,30,N,TX,7000000,80,,15,,466667,e. $5M-10M,,Up 20%,Y,N
F0051,2018,2017,31,N,CA,6964906,75,,33,,211058,e. $5M-10M,,Up 10%,Y,N
F0239,2018,2017,32,N,NE,6860490,78,,29,,236569,e. $5M-10M,,Up 15%,Y,N
F0049,2018,2017,33,N,TX,6826633,612,,32,,213332,e. $5M-10M,,Flat,Y,N
F0200,2018,2017,34,N,FL,6800000,100,,28,,242857,e. $5M-10M,,Up 10%,Y,N
F0219,2018,2017,35,N,TX,6500000,92,,23,,282609,e. $5M-10M,,Up 15%,Y,N
F0034,2018,2017,36,N,CA,6363750,42,,30,,212125,e. $5M-10M,,Up 5%,Y,N
F0163,2018,2017,37,N,SC,6150000,200,,32,,192188,e. $5M-10M,,Up 5%,Y,N
F0032,2018,2017,38,N,NY,6149848,127,,21,,292850,e. $5M-10M,,Up 2%,Y,N
F0190,2018,2017,39,N,VA,6123282,232,,49,,124965,e. $5M-10M,,Up 10%,Y,N
F0113,2018,2017,40,N,NV,6100000,70,,54,,112963,e. $5M-10M,,Up 10%,Y,N
F0151,2018,2017,41,N,FL,6010000,1970,,30,,200333,e. $5M-10M,,Up 7%,Y,N
F0247,2018,2017,42,N,FL,6000000,35,,30,,200000,e. $5M-10M,,Up 10%,Y,N
F0067,2018,2017,43,N,CA,5841510,164,,22,,265523,e. $5M-10M,,Up 10%,Y,N
F0156,2018,2017,44,N,NY,5806197,115,,30,,193540,e. $5M-10M,,Up 10%,Y,N
F0027,2018,2017,45,N,MO,5740000,642,,40,,143500,e. $5M-10M,,Up 20%,Y,N
F0161,2018,2017,46,N,MI,5617205,125,,100,,56172,e. $5M-10M,,Up 15%,Y,N
F0248,2018,2017,47,N,NY,5548471,585,,22,,252203,e. $5M-10M,,Up 7%,Y,N
F0249,2018,2017,48,N,TX,5500000,96,,30,,183333,e. $5M-10M,,Up 35%,Y,N
F0202,2018,2017,49,N,FL,5300000,165,,22,,240909,e. $5M-10M,,Flat,Y,N
F0179,2018,2017,49,N,TX,5300000,188,,18,,294444,e. $5M-10M,,Up 10%,Y,N
F0102,2018,2017,51,N,CA,5284834,154,,25,,211393,e. $5M-10M,,Up 15%,Y,N
F0152,2018,2017,52,N,CO,5245387,181,,30,,174846,e. $5M-10M,,Up 20%,Y,N
F0235,2018,2017,53,N,CA,5200000,3000,,39,,133333,e. $5M-10M,,Up 20%,Y,N
F0180,2018,2017,54,N,OH,5004265,433,,18,,278015,e. $5M-10M,,Up 15%,Y,N
F0250,2018,2017,55,N,CA,4955858,28,,17,,291521,d. $3M-5M,,Up 20%,Y,N
F0036,2018,2017,56,N,AZ,4824140,2010,,50,,96483,d. $3M-5M,,Up 10%,Y,N
F0240,2018,2017,57,N,AZ,4800000,530,,26,,184615,d. $3M-5M,,Up 10%,Y,N
F0134,2018,2017,58,N,IL,4766688,115,,25,,190668,d. $3M-5M,,Up 9%,Y,N
F0251,2018,2017,58,N,NC,4754858,135,,25,,190194,d. $3M-5M,,Up 9%,Y,N
F0100,2018,2017,59,N,VA,4744244,1739,,21,,225916,d. $3M-5M,,Up 10%,Y,N
F0204,2018,2017,60,N,FL,4677500,1208,,35,,133643,d. $3M-5M,,Up 15%,Y,N
F0252,2018,2017,61,N,CA,4603000,1727,,16,,287688,d. $3M-5M,,Up 15%,Y,N
F0115,2018,2017,62,N,WA,4600000,151,,20,,230000,d. $3M-5M,,Up 20%,Y,N
F0229,2018,2017,63,N,TX,4474390,74,,20,,223720,d. $3M-5M,,Up,Y,N
F0076,2018,2017,64,N,CA,4426150,1681,,35,,126461,d. $3M-5M,,Up 10%,Y,N
F0028,2018,2017,65,N,TX,4368000,1135,,50,,87360,d. $3M-5M,,Up 5%,Y,N
F0253,2018,2017,66,N,TX,4352498,460,,18,,241805,d. $3M-5M,,Up 25%,Y,N
F0079,2018,2017,67,N,FL,4270744,35,,18,,237264,d. $3M-5M,,Up 25%,Y,N
F0114,2018,2017,68,N,NV,4145000,47,,14,,296071,d. $3M-5M,,Up 40%,Y,N
F0254,2018,2017,69,N,MT,4104414,60,,21,,195448,d. $3M-5M,,Up 9%,Y,N
F0208,2018,2017,70,N,GA,4100000,115,,15,,273333,d. $3M-5M,,Up 20%,Y,N
F0226,2018,2017,70,N,TX,4100000,71,,18,,227778,d. $3M-5M,,Up 15%,Y,N
F0045,2018,2017,72,N,NY,4000000,104,,10,,400000,d. $3M-5M,,Up 10%,Y,N
F0123,2018,2017,73,N,LA,3983255,175,,13,,306404,d. $3M-5M,,Up 10%,Y,N
F0181,2018,2017,74,N,VA,3934234,1443,,25,,157369,d. $3M-5M,,Up 5%,Y,N
F0178,2018,2017,75,N,KS,3932852,370,,20,,196643,d. $3M-5M,,Down 15%,Y,N
F0255,2018,2017,76,N,NY,3857200,69,,23,,167704,d. $3M-5M,,Up 25%,Y,N
F0148,2018,2017,77,N,GA,3850000,125,,23,,167391,d. $3M-5M,,Up 10%,Y,N
F0088,2018,2017,78,N,NJ,3753000,56,,13,,288692,d. $3M-5M,,Up 10%,Y,N
F0232,2018,2017,79,N,CO,3705635,65,,19,,195033,d. $3M-5M,,Up 20%,Y,N
F0162,2018,2017,80,N,MO,3686296,63,,15,,245753,d. $3M-5M,,Up 15%,Y,N
F0147,2018,2017,80,N,TX,3679375,115,,19,,193651,d. $3M-5M,,Up,Y,N
F0187,2018,2017,81,N,AZ,3678832,120,,11,,334439,d. $3M-5M,,Flat,Y,N
F0191,2018,2017,82,N,MI,3677848,100,,19,,193571,d. $3M-5M,,Up 20%,Y,N
F0166,2018,2017,83,N,MA,3629539,234,,14,,259253,d. $3M-5M,,Up 10%,Y,N
F0206,2018,2017,84,N,PA,3560670,522,,16,,222542,d. $3M-5M,,Up 5%,Y,N
F0078,2018,2017,85,N,CA,3501007,2080,,26,,134654,d. $3M-5M,,Up 9%,Y,N
F0139,2018,2017,86,N,OH,3500000,235,,19,,184211,d. $3M-5M,,Up 12.5%,Y,N
F0164,2018,2017,87,N,NJ,3484637,705,,17,,204979,d. $3M-5M,,Up 12%,Y,N
F0243,2018,2017,88,N,IN,3400957,675,,10,,340096,d. $3M-5M,,Up 15%,Y,N
F0072,2018,2017,89,N,AZ,3299776,90,,20,,164989,d. $3M-5M,,Up 10%,Y,N
F0056,2018,2017,90,N,TN,3250000,42,,14,,232143,d. $3M-5M,,Up 15%,Y,N
F0111,2018,2017,90,N,CA,3250000,55,,15,,216667,d. $3M-5M,,Up 20%,Y,N
F0082,2018,2017,92,N,IN,3207436,238,,18,,178191,d. $3M-5M,,Up 10%,Y,N
F0070,2018,2017,93,N,IN,3094526,73,,20,,154726,d. $3M-5M,,Up 15%,Y,N
F0256,2018,2017,94,N,NC,2992223,60,,16,,187014,c. $2M-3M,,Up 75%,Y,N
F0212,2018,2017,95,N,MA,2980000,142,,6,,496667,c. $2M-3M,,Up 5%,Y,N
F0061,2018,2017,96,N,OR,2916966,274,,19,,153525,c. $2M-3M,,Up 12%,Y,N
F0257,2018,2017,97,N,MN,2811000,180,,16,,175688,c. $2M-3M,,Up 28%,Y,N
F0213,2018,2017,98,N,AR,2692000,215,,15,,179467,c. $2M-3M,,Up 18%,Y,N
F0245,2018,2017,99,N,CA,2617111,174,,16,,163569,c. $2M-3M,,Up 15%,Y,N
F0258,2018,2017,100,N,NY,2614406,994,,4,,653602,c. $2M-3M,,Up 100%,Y,N
F0135,2019,2018,1,N,UT,1050000000,316000,,10000,0.92,105000,g. $25M+,,Up 11%,Y,Y
F0001,2019,2018,2,N,PA,214831509,24808,,1043,0.788,205975,g. $25M+,,Down 4.8%,Y,Y
F0101,2019,2018,3,N,IL,61000000,13000,,125,0.03,488000,g. $25M+,,Up 8%,Y,N
F0004,2019,2018,4,N,CA,45700920,2340,,94,0,486180,g. $25M+,,Up 15%,Y,N
F0006,2019,2018,5,N,CA,34046154,11000,,265,0.0007,128476,g. $25M+,,Flat,Y,N
